SCHEMA_NAME,FILE_NAME,TABLE_NAME,LAST_LOAD_TIME,STATUS,ROW_COUNT,ROW_PARSED,FIRST_ERROR_MESSAGE,FIRST_ERROR_LINE_NUMBER,FIRST_ERROR_CHARACTER_POSITION,FIRST_ERROR_COL_NAME,ERROR_COUNT,ERROR_LIMIT
DBO,userszzdc36bfae-94fd-477e-8c36-caade8c6efe4/QUOTELINEITEMS/INSERT/20230622_054539_851_Q3O4B3_18/stream_20230622_054539_8510.gz,QUOTELINEITEMS_20230622_054539_851_18,2023-06-22 03:45:56.759 -0700,PARTIALLY_LOADED,1928,1999,"User character length limit (200) exceeded by string 'Current Promotion:  50% Discount on all Summer Classics, Gabby (non Upholstered), Wendy Jane Pillows '",50,154,""QUOTELINEITEMS_20230622_054539_851_18""[""DESCRIPTION"":7],71,1999
DBO,userszzdc36bfae-94fd-477e-8c36-caade8c6efe4/QUOTELINEITEMS/INSERT/20230622_054518_874_E7OFKH_17/stream_20230622_054518_8740.gz,QUOTELINEITEMS_20230622_054518_874_17,2023-06-22 03:45:38.554 -0700,PARTIALLY_LOADED,1956,1995,User character length limit (200) exceeded by string 'Estimated 6-8 week lead time for items with cushions. Estimated 3-4 week lead time for items without ',319,155,""QUOTELINEITEMS_20230622_054518_874_17""[""DESCRIPTION"":7],39,1995
DBO,userszzdc36bfae-94fd-477e-8c36-caade8c6efe4/QUOTELINEITEMS/INSERT/20230622_054456_468_18PW08_16/stream_20230622_054456_4680.gz,QUOTELINEITEMS_20230622_054456_468_16,2023-06-22 03:45:17.547 -0700,PARTIALLY_LOADED,1946,2000,User character length limit (200) exceeded by string '4300-B Mota Sand will be back in stock in January 2023 and 4223-B Rumor Dove will be back in stock Se',21,152,""QUOTELINEITEMS_20230622_054456_468_16""[""DESCRIPTION"":7],54,2000
DBO,userszzdc36bfae-94fd-477e-8c36-caade8c6efe4/QUOTELINEITEMS/INSERT/20230622_054438_817_FCISBY_15/stream_20230622_054438_8170.gz,QUOTELINEITEMS_20230622_054438_817_15,2023-06-22 03:44:55.146 -0700,PARTIALLY_LOADED,1910,2000,User character length limit (200) exceeded by string '50% cushions ends March 17th. Tax to be determined. Price for cushions will change if different grade',10,153,""QUOTELINEITEMS_20230622_054438_817_15""[""DESCRIPTION"":7],90,2000
DBO,userszzdc36bfae-94fd-477e-8c36-caade8c6efe4/QUOTELINEITEMS/INSERT/20230622_054419_890_HNP6J3_14/stream_20230622_054419_8900.gz,QUOTELINEITEMS_20230622_054419_890_14,2023-06-22 03:44:37.451 -0700,PARTIALLY_LOADED,1919,2000,"User character length limit (200) exceeded by string 'MEMORIAL DAY PROMOTION: 40% Discount all Summer Classics, 50% Discount on all Essentials, 60% Discoun'",178,154,""QUOTELINEITEMS_20230622_054419_890_14""[""DESCRIPTION"":7],81,2000
DBO,userszzdc36bfae-94fd-477e-8c36-caade8c6efe4/QUOTELINEITEMS/INSERT/20230622_054403_619_61JU5S_13/stream_20230622_054403_6190.gz,QUOTELINEITEMS_20230622_054403_619_13,2023-06-22 03:44:18.354 -0700,PARTIALLY_LOADED,1944,2000,User character length limit (200) exceeded by string '6-8 week lead time for cushion completion. Tax to be determined. Price for cushions will change if di',14,153,""QUOTELINEITEMS_20230622_054403_619_13""[""DESCRIPTION"":7],56,2000
DBO,userszzdc36bfae-94fd-477e-8c36-caade8c6efe4/QUOTELINEITEMS/INSERT/20230622_054346_135_0BKLXR_12/stream_20230622_054346_1350.gz,QUOTELINEITEMS_20230622_054346_135_12,2023-06-22 03:44:02.242 -0700,PARTIALLY_LOADED,1913,2000,User character length limit (200) exceeded by string 'Buy More Save More promotion combines 30% off plus 15% off. Promotion ends February 28th. Tax to be d',39,156,""QUOTELINEITEMS_20230622_054346_135_12""[""DESCRIPTION"":7],87,2000
DBO,userszzdc36bfae-94fd-477e-8c36-caade8c6efe4/QUOTELINEITEMS/INSERT/20230622_054328_000_LHU9M6_11/stream_20230622_054328_0000.gz,QUOTELINEITEMS_20230622_054328_000_11,2023-06-22 03:43:44.793 -0700,PARTIALLY_LOADED,1928,2000,User character length limit (200) exceeded by string '#2 Ancient earth  #112 chambray chalk  #113 raffia oak  #24 oyster  #90 raffia  #24 black walnut  #10',61,153,""QUOTELINEITEMS_20230622_054328_000_11""[""DESCRIPTION"":7],72,2000
DBO,userszzdc36bfae-94fd-477e-8c36-caade8c6efe4/QUOTELINEITEMS/INSERT/20230622_054309_901_ATTJUK_10/stream_20230622_054309_9010.gz,QUOTELINEITEMS_20230622_054309_901_10,2023-06-22 03:43:26.373 -0700,PARTIALLY_LOADED,1965,2000,User character length limit (200) exceeded by string 'Avondale pieces  are in stock and only the 4-6 week allowance needed for custom cushions to build.  T',56,152,""QUOTELINEITEMS_20230622_054309_901_10""[""DESCRIPTION"":7],35,2000
DBO,userszzdc36bfae-94fd-477e-8c36-caade8c6efe4/QUOTELINEITEMS/INSERT/20230622_054252_418_OMVNRW_9/stream_20230622_054252_4180.gz,QUOTELINEITEMS_20230622_054252_418_9,2023-06-22 03:43:08.554 -0700,PARTIALLY_LOADED,1983,2000,"User character length limit (200) exceeded by string 'FREIGHT & TAX ARE TBD.  BEGINNING 4/1/21, ALL ORDERS ARE SUBJECT TO A 3% INTERNATIONAL MATERIALS & FR'",84,118,""QUOTELINEITEMS_20230622_054252_418_9""[""DESCRIPTION"":7],17,2000
